symbol,exchange
6730,TPEX
6730,TSE
673,HKEX
6729,TPEX
6728,TPEX
6728,TSE
6727,TPEX
6727,TSE
6725,TPEX
6724,TSE
6723,TPEX
6723,TSE
6722,TPEX
6721,TPEX
6721,TSE
6720,TPEX
672,HKEX
6719,TWSE
6718,TSE
6716,TPEX
6715,TWSE
6715,TSE
6712,TPEX
6709,TPEX
6708,TPEX
6707,TPEX
6707,TSE
6706,TWSE
6706,TSE
6705,TPEX
6704,TPEX
6704,TSE
6703,TPEX
6703,TSE
6702,TSE
6701,TSE
670,HKEX
6699,TPEX
6699,HKEX
6699,TSE
6698,TWSE
6698,HKEX
6698,TSE
6697,TPEX
6697,TSE
6696,TPEX
6696,HKEX
6696,TSE
6695,TWSE
6694,TSE
6693,TPEX
6692,TPEX
6691,TWSE
6690,TPEX
6690,HKEX
669,HKEX
6689,TWSE
6689,HKEX
6686,HKEX
6684,TPEX
6683,TPEX
6683,HKEX
6682,TPEX
6682,HKEX
6680,TPEX
6680,HKEX
668,HKEX
6679,TPEX
6678,TSE
6677,TPEX
6677,HKEX
6677,TSE
6676,TPEX
6676,TSE
6675,TSE
6674,TWSE
6674,TSE
6673,TPEX
6672,TWSE
6671,TWSE
6670,TWSE
6670,TSE
667,HKEX
6669,TWSE
6669,HKEX
6668,TWSE
6668,HKEX
6668,TSE
6667,TPEX
6667,HKEX
6666,TWSE
6666,HKEX
6666,TSE
6665,TPEX
6664,TPEX
6664,TSE
6663,HKEX
6663,TSE
6662,TPEX
6662,TSE
6661,TPEX
6661,HKEX
6660,HKEX
6659,TSE
6658,TWSE
6658,TSE
6657,TWSE
6656,TSE
6655,TWSE
6655,HKEX
6655,NAG
6654,TPEX
6654,TSE
6653,TSE
6652,TPEX
6652,TSE
6651,TPEX
6651,TSE
6651,NAG
6650,TPEX
665,FWB
665,HKEX
6649,TPEX
6648,TPEX
6648,TSE
6647,TSE
6645,TPEX
6645,TSE
6644,TSE
6643,TPEX
6643,TSE
6642,TPEX
6641,TWSE
6640,TPEX
6640,TSE
6639,TPEX
6639,HKEX
6638,TPEX
6638,HKEX
6638,TSE
6637,TPEX
6637,TSE
6635,TSE
6634,TPEX
6634,TSE
6633,HKEX
6633,TSE
6632,TSE
6630,TSE
663,HKEX
6629,TPEX
6629,TSE
6628,HKEX
6627,TSE
6626,TPEX
6626,HKEX
6626,TSE
6625,TWSE
6625,TSE
6624,TPEX
6623,HKEX
6623,NAG
6622,TPEX
6622,HKEX
6622,TSE
6621,TPEX
6620,TPEX
6620,TSE
662,HKEX
6619,TSE
6618,TPEX
6618,HKEX
6618,TSE
6617,TPEX
6617,TSE
6616,TPEX
6616,HKEX
6616,TSE
6615,TPEX
6615,TSE
6614,TSE
6613,TPEX
6613,TSE
6612,TPEX
6612,TSE
6611,HKEX
6610,TPEX
6610,HKEX
661,HKEX
6609,TPEX
6609,HKEX
6608,HKEX
6606,TWSE
6606,HKEX
6605,TWSE
6603,TPEX
6601,HKEX
6600,HKEX
660,HKEX
66,HKEX
6599,TPEX
6599,TSE
6598,TWSE
6597,TPEX
6597,TSE
6596,TPEX
6595,TPEX
6594,TSE
6593,TPEX
6592B,TWSE
6592A,TWSE
6592,TWSE
6592,TSE
6591,TWSE
6590,TPEX
6590,TSE
659,HKEX
6589,TPEX
6588,TPEX
6588,TSE
6586,TPEX
6586,TSE
6585,TWSE
6584,TPEX
6584,TSE
6583,TPEX
6582,TWSE
6581,TWSE
6580,TPEX
6580,TSE
658,HKEX
6579,TWSE
6579,TSE
6578,TPEX
6578,TSE
6577,TPEX
6577,TSE
6576,TPEX
6574,TPEX
6574,TSE
6573,TWSE
6573,TSE
6572,TPEX
6572,TSE
6571,TSE
6570,TPEX
6570,TSE
657,HKEX
6569,TPEX
6568,TPEX
6568,TSE
6567,TSE
6566,TSE
6565,TPEX
6565,TSE
6564,TPEX
6564,TSE
6563,TSE
6562,TPEX
6562,TSE
6561,TPEX
6561,TSE
6560,TPEX
6560,TSE
656,HKEX
6559,TPEX
6558,TWSE
6558,TSE
6557,TSE
6556,TPEX
6556,TSE
6555,TPEX
6555,TSE
6554,TSE
6552,TWSE
6552,TSE
6551,TSE
6550,TWSE
6550,TSE
655,HKEX
6549,TPEX
6549,TSE
6548,TPEX
6548,TSE
6547,TPEX
6547,TSE
6546,TPEX
6546,TSE
6545,TSE
6544,TSE
6543,TPEX
6543,TSE
6542,TPEX
6542,TSE
6541,TWSE
6540,TSE
6539,TPEX
6539,TSE
6538,TPEX
6538,TSE
6537,TSE
6536,TPEX
6535,TPEX
6535,TSE
6534,TPEX
6533,TWSE
6533,TSE
6532,TPEX
6532,TSE
6531,TWSE
6530,TPEX
653,HKEX
6527,TPEX
6526,TWSE
6526,TSE
6525,TWSE
6525,TSE
6524,TSE
6523,TPEX
6523,TSE
6522,TSE
6521,TSE
6518,TPEX
6518,TSE
6517,TPEX
6517,TSE
6516,TPEX
6516,TSE
6515,TWSE
6514,TPEX
6513,TSE
6512,TPEX
6510,TPEX
6509,TPEX
6508,TPEX
6508,TSE
6507,TSE
6506,TPEX
6506,TSE
6506,FSE
6505,TWSE
6505,TSE
6504,TWSE
6504,TSE
6503,TSE
6502,TSE
6501/N,BMV
6501,NAG
6501,TSE
650,HKEX
65,HKEX
64M,FWB
64E,FWB
6499,TPEX
6498,TPEX
6498,TSE
6497,TSE
6496,TPEX
6496,TSE
6495,TPEX
6495,TSE
6494,TPEX
6494,TSE
6493,TPEX
6493,TSE
6492,TPEX
6492,TSE
6491,TWSE
6490,TSE
6489,TSE
6488,TPEX
6488,TSE
6486,TPEX
6486,TSE
6485,TPEX
6485,TSE
6484,TSE
6482,TPEX
6482,TSE
6481,TSE
6480,TSE
648,FWB
648,DUS
6479,TSE
6477,TWSE
6474,TPEX
6474,TSE
6473,TPEX
6473,TSE
6473,NAG
6472,TPEX
6472,TSE
6471,TSE
6470,TPEX
6470,TSE
6469,TPEX
6469,TSE
6467,TSE
6466,TSE
6465,TPEX
6465,TSE
6464,TWSE
6464,TSE
6463,TSE
6462,TPEX
6461,TPEX
6460,TSE
646,HKEX
6459,TSE
6458,TSE
6457,TPEX
6457,TSE
6456,TWSE
6455,TSE
6454,TSE
6451,TWSE
645,HKEX
6449,TWSE
6448,TSE
6446,TPEX
6445,TSE
6444,TSE
6443,TWSE
6442,TWSE
6441,TPEX
6440,TSE
6439,NAG
6438,TWSE
6436,TSE
6435,TPEX
6434,TPEX
6433,TSE
6432,TPEX
6432,TSE
6431,TWSE
6430,TSE
6430,NAG
643,HKEX
6428,TPEX
6428,TSE
6426,TWSE
6425,TPEX
6425,TSE
6424,TSE
6423,TPEX
6420,TSE
6419,TPEX
6419,TSE
6418,TPEX
6418,TSE
6417,TPEX
6417,TSE
6416,TWSE
6416,TSE
6415,TWSE
6414,TWSE
6413,TSE
6412,TWSE
6412,TSE
6411,TPEX
6411,TSE
641,HKEX
6409,TWSE
6408,TSE
6407,TPEX
6407,TSE
6406,TSE
6405,TWSE
6405,TSE
6404,TPEX
6403,TPEX
6403,TSE
6402,TSE
6400,TSE
640,HKEX
64,HKEX
63Z,FWB
63Z,MUN
63Z,DUS
63MOONS,BSE
63MOONS,NSE
6396,TSE
6395,TSE
6393,TSE
6392,TSE
6391,TSE
6390,TSE
639,TRADEGATE
639,HAN
639,BER
639,DUS
639,HAM
639,MUN
639,FWB
639,XETR
639,SWB
639,BX
639,HKEX
6387,TSE
6384,TSE
6383,TSE
6382,TSE
6381,TSE
6380,TSE
638,HKEX
6379,TSE
6378,TSE
6376,TSE
6373,TSE
6371,TSE
6370,TSE
637,HKEX
6369,TSE
6368,TSE
6367,TSE
6366,TSE
6365,TSE
6364,TSE
6363,TSE
6362,TSE
6361,TSE
6360,TSE
636,HKEX
6358,TSE
6357,TSE
6356,TSE
6351,TSE
635,HKEX
6349,TSE
6347,TSE
6346,TSE
6345,TSE
6343,TSE
6342,TSE
6340,TSE
6339,TSE
6338,TSE
6337,TSE
6336,TSE
6335,TSE
6334,TSE
6333,TSE
6332,TSE
6331,TSE
6330,TSE
6328,TSE
6327,TSE
6326,TSE
6325,TSE
6324,TSE
6323,TSE
6322,TSE
632,HKEX
6319,TSE
6317,TSE
6316,TSE
6315,TSE
6312,TSE
6310,TSE
631,HKEX
6309,TSE
6307,TSE
6306,TSE
6305,TSE
6302,TSE
6301/N,BMV
6301,TSE
630,HKEX
63,HKEX
6298,TSE
6297,TSE
6295,NAG
6294,TPEX
6294,TSE
6293,TSE
6292,TPEX
6292,TSE
6291,TPEX
6291,TSE
6290,TPEX
629,HKEX
6289,TSE
6288,TWSE
6288,HKEX
6287,TPEX
6287,TSE
6286,TSE
6285,TWSE
6284,TPEX
6284,TSE
6283,TWSE
6282,TWSE
6282,TSE
6281,TWSE
628,HKEX
6279,TPEX
6279,TSE
6278,TWSE
6278,TSE
6277,TWSE
6277,TSE
6276,TPEX
6276,TSE
6275,TPEX
6274,TPEX
6273,TSE
6272,TPEX
6272,TSE
6271,TWSE
6270,TPEX
627,HKEX
6269,TWSE
6269,TSE
6268,TSE
6267,TSE
6266,TPEX
6266,TSE
6265,TPEX
6265,TSE
6264,TPEX
6264,TSE
6263,TPEX
6262,TSE
6261,TPEX
626,HKEX
6259,TPEX
6258,TSE
6257,TWSE
6257,TSE
6255,TSE
6254,TSE
6250,TSE
6249,TSE
6248,TPEX
6248,TSE
6247,TSE
6246,TPEX
6246,TSE
6245,TPEX
6245,TSE
6244,TPEX
6243,TWSE
6242,TPEX
6241,TPEX
6240,TPEX
6240,TSE
6239,TWSE
6239,TSE
6238,TSE
6237,TPEX
6237,TSE
6236,TPEX
6236,TSE
6235,TWSE
6235,TSE
6234,TPEX
6233,TPEX
6233,TSE
6232,TSE
6231,TPEX
6231,TSE
6230,TWSE
6230,TSE
623,HKEX
6229,TPEX
6229,TSE
6228,TPEX
6228,TSE
6227,TPEX
6227,TSE
6226,TWSE
6226,TSE
6225,TWSE
6225,NAG
6224,TWSE
6224,TSE
6223,TPEX
6223,TSE
6222,TPEX
6222,TSE
6221,TPEX
6220,TPEX
622,HKEX
6219,TPEX
6218,TPEX
6218,TSE
6217,TPEX
6217,TSE
6216,TWSE
6215,TWSE
6214,TWSE
6213,TWSE
6212,TPEX
6210,TPEX
6210,TSE
6209,TWSE
6209,TSE
6208,TPEX
6208,TSE
6207,TPEX
6206,TWSE
6205,TWSE
6204,TPEX
6203,TPEX
6203,TSE
6202,TWSE
6201,TWSE
6201,TSE
6200,TSE
620,HKEX
62,HKEX
61F,FWB
61F,BER
6199,TPEX
6199,HKEX
6199,TSE
6198,TPEX
6198,HKEX
6198,TSE
6197,TWSE
6197,TSE
6196,TWSE
6196,HKEX
6196,TSE
6195,TPEX
6195,TSE
6194,TPEX
6194,TSE
6193,HKEX
6193,TSE
6192,TWSE
6192,TSE
6191,TWSE
6191,TSE
6190,TPEX
6190,TSE
619,HKEX
6189,TWSE
6189,TSE
6188,TPEX
6188,HKEX
6188,TSE
6187,TPEX
6186,TPEX
6186,HKEX
6186,TSE
6185,TPEX
6185,HKEX
6185,TSE
6184,TWSE
6184,TSE
6183,TWSE
6183,TSE
6182,TPEX
6182,HKEX
6182,TSE
6181,TSE
6180,TPEX
6180,TSE
618,HKEX
6179,TPEX
6178,HKEX
6178,TSE
6177,TWSE
6177,TSE
6176,TWSE
6176,TSE
6175,TPEX
6174,TPEX
6173,TPEX
6173,TSE
6171,TPEX
6171,TSE
6170,TPEX
617,HKEX
6169,TPEX
6169,HKEX
6168,TWSE
6167,TPEX
6167,TSE
6166,TWSE
6166,TSE
6165,TWSE
6165,TSE
6164,TWSE
6164,TSE
6163,TPEX
6163,HKEX
6162,HKEX
6161,TPEX
6161,TSE
6160,TPEX
6160,HKEX
616,HKEX
6159,TSE
6158,TPEX
6158,HKEX
6158,TSE
6157,TSE
6156,TPEX
6156,TSE
6155,TWSE
6155,TSE
6154,TPEX
6153,TWSE
6152,TWSE
6151,TPEX
6151,TSE
6150,TPEX
6150,TSE
6149,TSE
6148,TPEX
6147,TPEX
6147,TSE
6146,TPEX
6146,TSE
6145,TSE
6144,TPEX
6144,TSE
6143,TPEX
6143,TSE
6142,TWSE
6142,NAG
6141,TWSE
6141,TSE
6140,TPEX
6140,TSE
6139,TWSE
6138,TPEX
6138,HKEX
6138,TSE
6137,TSE
6136,TWSE
6136,HKEX
6136,TSE
6135,TSE
6134,TPEX
6134,TSE
6133,TWSE
6133,HKEX
6131,TSE
6130,TPEX
613,HKEX
6129,TPEX
6128,TWSE
6128,HKEX
6127,TPEX
6127,HKEX
6126,TPEX
6125,TPEX
6125,TSE
6124,TPEX
6123,TPEX
6123,HKEX
6122,TPEX
6121,TPEX
6121,TSE
6120,TWSE
612,HKEX
6119,HKEX
6118,TPEX
6118,HKEX
6118,TSE
6117,TWSE
6117,HKEX
6116,TWSE
6115,TWSE
6114,TPEX
6113,TPEX
6113,HKEX
6113,TSE
6112,TWSE
6111,TPEX
6111,NAG
6110,HKEX
611,HKEX
6109,TPEX
6108,TWSE
6108,HKEX
6104,TPEX
6104,TSE
6103,TPEX
6103,TSE
6101,TPEX
6101,TSE
610073,KRX
610072,KRX
610071,KRX
610070,KRX
610069,KRX
610068,KRX
610067,KRX
610066,KRX
610065,KRX
610064,KRX
610063,KRX
610062,KRX
610061,KRX
610060,KRX
610059,KRX
610058,KRX
610057,KRX
610056,KRX
610055,KRX
610054,KRX
610052,KRX
610051,KRX
610050,KRX
610049,KRX
610048,KRX
610047,KRX
610046,KRX
610045,KRX
610044,KRX
610043,KRX
610042,KRX
610041,KRX
610040,KRX
610039,KRX
610038,KRX
610037,KRX
610036,KRX
610035,KRX
610034,KRX
610033,KRX
610032,KRX
610030,KRX
610029,KRX
610028,KRX
610027,KRX
610026,KRX
610025,KRX
610024,KRX
610023,KRX
610022,KRX
610021,KRX
610020,KRX
610019,KRX
610018,KRX
610017,KRX
610016,KRX
610015,KRX
610014,KRX
610013,KRX
610012,KRX
610011,KRX
610010,KRX
610009,KRX
610008,KRX
610007,KRX
610004,KRX
610003,KRX
610002,KRX
610001,KRX
6100,HKEX
610,HKEX
61,HKEX
60V,FWB
6099,HKEX
6099,TSE
6098,HKEX
6098,TSE
6096,TSE
6095,TSE
6094,TSE
6093,HKEX
6093,TSE
6092,TSE
6091,TSE
6090,TADAWUL
6090,TSE
609,HKEX
6089,TSE
6088,HKEX
6088,TSE
6087,TSE
6086,TSE
6085,TSE
6083,HKEX
6083,TSE
6082,TSE
6081,TSE
6080,HKEX
6080,TSE
6078,HKEX
6078,TSE
6076,FSE
6074,TSE
6073,TSE
6072,TSE
6071,TSE
6070,TADAWUL
6070,TSE
607,HKEX
6069,HKEX
6069,TSE
6068,HKEX
6066,HKEX
6063,HKEX
6063,TSE
6062,TSE
6061,TSE
6060,TADAWUL
6060,HKEX
6060,TSE
606,HKEX
6059,TSE
6058,HKEX
6058,TSE
605599,SSE
605598,SSE
605589,SSE
605588,SSE
605580,SSE
605577,SSE
605567,SSE
605566,SSE
605555,SSE
605507,SSE
605500,SSE
6055,HKEX
6055,TSE
605499,SSE
605488,SSE
6054,TSE
605399,SSE
605398,SSE
605389,SSE
605388,SSE
605378,SSE
605377,SSE
605376,SSE
605369,SSE
605368,SSE
605366,SSE
605365,SSE
605358,SSE
605339,SSE
605338,SSE
605337,SSE
605336,SSE
605333,SSE
605319,SSE
605318,SSE
605305,SSE
605303,SSE
605300,SSE
605299,SSE
605298,SSE
605296,SSE
605289,SSE
605288,SSE
605287,SSE
605286,SSE
605277,SSE
605268,SSE
605266,SSE
605259,SSE
605258,SSE
605255,SSE
605228,SSE
605222,SSE
605218,SSE
605208,SSE
605199,SSE
605198,SSE
605196,SSE
605189,SSE
605188,SSE
605186,SSE
605183,SSE
605180,SSE
605179,SSE
605178,SSE
605177,SSE
605169,SSE
605168,SSE
605167,SSE
605166,SSE
605162,SSE
605158,SSE
605155,SSE
605151,SSE
605138,SSE
605136,SSE
605133,SSE
605128,SSE
605123,SSE
605122,SSE
605118,SSE
605117,SSE
605116,SSE
605111,SSE
605108,SSE
605100,SSE
605099,SSE
605098,SSE
605090,SSE
605089,SSE
605088,SSE
605086,SSE
605081,SSE
605080,SSE
605077,SSE
605069,SSE
605068,SSE
605066,SSE
605060,SSE
605058,SSE
605056,SSE
605055,SSE
605050,SSE
605033,SSE
605028,SSE
605020,SSE
605018,SSE
605016,SSE
605011,SSE
605009,SSE
605008,SSE
605007,SSE
605006,SSE
605005,SSE
605003,SSE
605001,SSE
6050,TADAWUL
6050,TSE
605,HKEX
6049,HKEX
6049,TSE
6048,TSE
6047,TSE
6046,TSE
6045,TSE
6044,TSE
6042,TSE
6040,TADAWUL
6040,TSE
604,HKEX
603999,SSE
603998,SSE
603997,SSE
603995,SSE
603993,SSE
603992,SSE
603991,SSE
603990,SSE
603989,SSE
603988,SSE
603987,SSE
603986,SSE
603985,SSE
603983,SSE
603982,SSE
603980,SSE
603979,SSE
603978,SSE
603977,SSE
603976,SSE
603970,SSE
603969,SSE
603968,SSE
603967,SSE
603966,SSE
603963,SSE
603960,SSE
603959,SSE
603958,SSE
603956,SSE
603955,SSE
603950,SSE
603949,SSE
603948,SSE
603939,SSE
603938,SSE
603937,SSE
603936,SSE
603933,SSE
603931,SSE
603929,SSE
603928,SSE
603927,SSE
603926,SSE
603922,SSE
603920,SSE
603919,SSE
603918,SSE
603917,SSE
603916,SSE
603915,SSE
603912,SSE
603909,SSE
603908,SSE
603906,SSE
603903,SSE
603901,SSE
603900,SSE
6039,TSE
603899,SSE
603898,SSE
603897,SSE
603896,SSE
603895,SSE
603893,SSE
603890,SSE
603889,SSE
603888,SSE
603887,SSE
603886,SSE
603885,SSE
603883,SSE
603882,SSE
603881,SSE
603880,SSE
603879,SSE
603878,SSE
603877,SSE
603876,SSE
603871,SSE
603869,SSE
603868,SSE
603867,SSE
603866,SSE
603863,SSE
603861,SSE
603860,SSE
603859,SSE
603858,SSE
603856,SSE
603855,SSE
603848,SSE
603843,SSE
603839,SSE
603838,SSE
603836,SSE
603833,SSE
603829,SSE
603828,SSE
603826,SSE
603825,SSE
603823,SSE
603822,SSE
603819,SSE
603818,SSE
603817,SSE
603816,SSE
603815,SSE
603813,SSE
603811,SSE
603810,SSE
603809,SSE
603808,SSE
603806,SSE
603803,SSE
603801,SSE
603800,SSE
6038,HKEX
6038,TSE
603799,SSE
603798,SSE
603797,SSE
603790,SSE
603789,SSE
603788,SSE
603787,SSE
603786,SSE
603779,SSE
603778,SSE
603777,SSE
603776,SSE
603773,SSE
603768,SSE
603767,SSE
603766,SSE
603759,SSE
603758,SSE
603757,SSE
603755,SSE
603739,SSE
603738,SSE
603737,SSE
603733,SSE
603730,SSE
603729,SSE
603728,SSE
603727,SSE
603726,SSE
603725,SSE
603722,SSE
603721,SSE
603719,SSE
603718,SSE
603717,SSE
603716,SSE
603713,SSE
603712,SSE
603711,SSE
603709,SSE
603708,SSE
603707,SSE
603706,SSE
603703,SSE
603701,SSE
603700,SSE
6037,TSE
603699,SSE
603698,SSE
603697,SSE
603696,SSE
603693,SSE
603690,SSE
603689,SSE
603688,SSE
603687,SSE
603686,SSE
603685,SSE
603683,SSE
603682,SSE
603681,SSE
603680,SSE
603679,SSE
603678,SSE
603677,SSE
603676,SSE
603669,SSE
603668,SSE
603667,SSE
603666,SSE
603665,SSE
603663,SSE
603662,SSE
603661,SSE
603660,SSE
603659,SSE
603658,SSE
603657,SSE
603656,SSE
603655,SSE
603650,SSE
603648,SSE
603639,SSE
603638,SSE
603637,SSE
603636,SSE
603633,SSE
603630,SSE
603629,SSE
603628,SSE
603626,SSE
603619,SSE
603618,SSE
603617,SSE
603616,SSE
603615,SSE
603613,SSE
603612,SSE
603611,SSE
603610,SSE
603609,SSE
603608,SSE
603607,SSE
603606,SSE
603605,SSE
603603,SSE
603602,SSE
603601,SSE
603600,SSE
6036,HKEX
6036,TSE
603599,SSE
603598,SSE
603596,SSE
603595,SSE
603590,SSE
603589,SSE
603588,SSE
603587,SSE
603586,SSE
603585,SSE
603583,SSE
603580,SSE
603579,SSE
603578,SSE
603577,SSE
603569,SSE
603568,SSE
603567,SSE
603566,SSE
603565,SSE
603559,SSE
603558,SSE
603557,SSE
603556,SSE
603555,SSE
603551,SSE
603538,SSE
603536,SSE
603535,SSE
603533,SSE
603530,SSE
603529,SSE
603528,SSE
603527,SSE
603520,SSE
603519,SSE
603518,SSE
603517,SSE
603516,SSE
603515,SSE
603511,SSE
603508,SSE
603507,SSE
603506,SSE
603505,SSE
603501,SSE
603500,SSE
6035,TPEX
6035,TSE
603499,SSE
603496,SSE
603489,SSE
603488,SSE
603486,SSE
603477,SSE
603466,SSE
603458,SSE
603456,SSE
603444,SSE
603439,SSE
603429,SSE
603421,SSE
603416,SSE
603408,SSE
6034,TSE
603399,SSE
603398,SSE
603396,SSE
603393,SSE
603392,SSE
603390,SSE
603389,SSE
603388,SSE
603387,SSE
603386,SSE
603385,SSE
603383,SSE
603380,SSE
603379,SSE
603378,SSE
603377,SSE
603369,SSE
603368,SSE
603367,SSE
603366,SSE
603365,SSE
603363,SSE
603360,SSE
603359,SSE
603358,SSE
603357,SSE
603356,SSE
603355,SSE
603353,SSE
603351,SSE
603348,SSE
603345,SSE
603339,SSE
603338,SSE
603337,SSE
603336,SSE
603335,SSE
603333,SSE
603332,SSE
603331,SSE
603330,SSE
603329,SSE
603328,SSE
603327,SSE
603326,SSE
603324,SSE
603323,SSE
603322,SSE
603321,SSE
603320,SSE
603319,SSE
603318,SSE
603317,SSE
603316,SSE
603315,SSE
603313,SSE
603311,SSE
603309,SSE
603308,SSE
603307,SSE
603306,SSE
603305,SSE
603303,SSE
603301,SSE
603300,SSE
6033,HKEX
6033,TSE
603299,SSE
603298,SSE
603297,SSE
603296,SSE
603291,SSE
603290,SSE
603289,SSE
603288,SSE
603286,SSE
603283,SSE
603282,SSE
603281,SSE
603280,SSE
603279,SSE
603278,SSE
603277,SSE
603276,SSE
603275,SSE
603273,SSE
603272,SSE
603270,SSE
603269,SSE
603268,SSE
603267,SSE
603266,SSE
603261,SSE
603260,SSE
603259,SSE
603258,SSE
603256,SSE
603255,SSE
603239,SSE
603238,SSE
603237,SSE
603236,SSE
603235,SSE
603233,SSE
603232,SSE
603230,SSE
603229,SSE
603228,SSE
603227,SSE
603226,SSE
603225,SSE
603223,SSE
603222,SSE
603221,SSE
603220,SSE
603219,SSE
603218,SSE
603217,SSE
603216,SSE
603215,SSE
603214,SSE
603213,SSE
603212,SSE
603211,SSE
603209,SSE
603208,SSE
603206,SSE
603203,SSE
603201,SSE
603200,SSE
603199,SSE
603198,SSE
603197,SSE
603196,SSE
603195,SSE
603193,SSE
603192,SSE
603191,SSE
603190,SSE
603189,SSE
603188,SSE
603187,SSE
603186,SSE
603185,SSE
603183,SSE
603182,SSE
603181,SSE
603180,SSE
603179,SSE
603178,SSE
603177,SSE
603176,SSE
603173,SSE
603172,SSE
603171,SSE
603170,SSE
603169,SSE
603168,SSE
603167,SSE
603166,SSE
603165,SSE
603163,SSE
603162,SSE
603161,SSE
603160,SSE
603159,SSE
603158,SSE
603156,SSE
603155,SSE
603153,SSE
603151,SSE
603150,SSE
603139,SSE
603138,SSE
603137,SSE
603136,SSE
603135,SSE
603133,SSE
603132,SSE
603131,SSE
603130,SSE
603129,SSE
603128,SSE
603127,SSE
603126,SSE
603125,SSE
603123,SSE
603122,SSE
603121,SSE
603119,SSE
603118,SSE
603117,SSE
603116,SSE
603115,SSE
603113,SSE
603112,SSE
603111,SSE
603110,SSE
603109,SSE
603108,SSE
603107,SSE
603106,SSE
603105,SSE
603103,SSE
603102,SSE
603101,SSE
603100,SSE
6031,TSE
603099,SSE
603098,SSE
603097,SSE
603096,SSE
603095,SSE
603093,SSE
603090,SSE
603089,SSE
603088,SSE
603087,SSE
603086,SSE
603085,SSE
603083,SSE
603081,SSE
603080,SSE
603079,SSE
603078,SSE
603077,SSE
603076,SSE
603075,SSE
603073,SSE
603071,SSE
603070,SSE
603069,SSE
603068,SSE
603067,SSE
603066,SSE
603065,SSE
603063,SSE
603062,SSE
603061,SSE
603060,SSE
603059,SSE
603058,SSE
603057,SSE
603056,SSE
603055,SSE
603053,SSE
603052,SSE
603051,SSE
603050,SSE
603048,SSE
603045,SSE
603043,SSE
603042,SSE
603041,SSE
603040,SSE
603039,SSE
603038,SSE
603037,SSE
603036,SSE
603035,SSE
603033,SSE
603032,SSE
603031,SSE
603030,SSE
603029,SSE
603028,SSE
603027,SSE
603026,SSE
603025,SSE
603023,SSE
603022,SSE
603021,SSE
603020,SSE
603019,SSE
603018,SSE
603017,SSE
603016,SSE
603015,SSE
603013,SSE
603012,SSE
603011,SSE
603010,SSE
603009,SSE
603008,SSE
603007,SSE
603006,SSE
603005,SSE
603003,SSE
603002,SSE
603001,SSE
603000,SSE
6030,HKEX
6030,TSE
603,HKEX
6029,TSE
6028,TPEX
6028,TSE
6027,TPEX
6027,TSE
6026,TPEX
6026,TSE
6025,NAG
6024,TWSE
6023,TPEX
6023,TSE
6022,TSE
6021,TPEX
6020,TADAWUL
6020,TPEX
602,HKEX
601999,SSE
601998,SSE
601997,SSE
601996,SSE
601995,SSE
601992,SSE
601991,SSE
601990,SSE
601989,SSE
601988,SSE
601985,SSE
601975,SSE
601969,SSE
601968,SSE
601966,SSE
601965,SSE
601963,SSE
601958,SSE
601956,SSE
601952,SSE
601949,SSE
601939,SSE
601933,SSE
601929,SSE
601928,SSE
601921,SSE
601919,SSE
601918,SSE
601916,SSE
601908,SSE
601901,SSE
601900,SSE
601899,SSE
601898,SSE
601890,SSE
601888,SSE
601886,SSE
601882,SSE
601881,SSE
601880,SSE
601878,SSE
601877,SSE
601872,SSE
601869,SSE
601868,SSE
601866,SSE
601865,SSE
601860,SSE
601858,SSE
601857,SSE
601838,SSE
601828,SSE
601827,SSE
601825,SSE
601818,SSE
601816,SSE
601811,SSE
601808,SSE
601801,SSE
601800,SSE
6018,TSE
601799,SSE
601798,SSE
601789,SSE
601788,SSE
601778,SSE
601777,SSE
601766,SSE
601728,SSE
601727,SSE
601718,SSE
601717,SSE
601702,SSE
601700,SSE
601699,SSE
601698,SSE
601696,SSE
601689,SSE
601688,SSE
601686,SSE
601678,SSE
601677,SSE
601669,SSE
601668,SSE
601666,SSE
601665,SSE
601658,SSE
601636,SSE
601633,SSE
601628,SSE
601619,SSE
601618,SSE
601616,SSE
601615,SSE
601611,SSE
601609,SSE
601608,SSE
601607,SSE
601606,SSE
601601,SSE
601600,SSE
6016,TPEX
6016,TSE
601599,SSE
601598,SSE
601595,SSE
601588,SSE
601579,SSE
601577,SSE
601568,SSE
601567,SSE
601566,SSE
601555,SSE
601528,SSE
601519,SSE
601518,SSE
601515,SSE
601512,SSE
601500,SSE
6015,TADAWUL
6015,TPEX
601456,SSE
6014,TADAWUL
601399,SSE
601398,SSE
601390,SSE
601388,SSE
601377,SSE
601375,SSE
601369,SSE
601368,SSE
601366,SSE
601360,SSE
601339,SSE
601336,SSE
601333,SSE
601330,SSE
601328,SSE
601326,SSE
601319,SSE
601318,SSE
601311,SSE
6013,TADAWUL
6013,TSE
601298,SSE
601288,SSE
601279,SSE
601238,SSE
601236,SSE
601233,SSE
601231,SSE
601229,SSE
601228,SSE
601226,SSE
601225,SSE
601222,SSE
601218,SSE
601216,SSE
601212,SSE
601211,SSE
601208,SSE
601200,SSE
6012,TADAWUL
601199,SSE
601198,SSE
601188,SSE
601187,SSE
601186,SSE
601179,SSE
601177,SSE
601169,SSE
601168,SSE
601166,SSE
601163,SSE
601162,SSE
601158,SSE
601156,SSE
601155,SSE
601139,SSE
601138,SSE
601137,SSE
601136,SSE
601133,SSE
601128,SSE
601127,SSE
